idClass,idCourse,idLocation,classNumber,idInstructor
90591980,227766,1825,KMUSIC - 2,4729433
90591981,227766,1825,KMUSIC - 3,4729433
90591982,227766,1825,KMUSIC - 4,4729433
90591986,227767,1825,JrKMUSIC - 1,4729433
90591987,227767,1825,JrKMUSIC - 2,4729433
90591988,227767,1825,JrKMUSIC - 3,4729433
90592153,227767,1825,JrKMUSIC - 4,4729433
90592194,227766,1825,KMUSIC - 5,4729433
90592201,227748,1825,1MUSIC - 4,4729433
90592205,227754,1825,2MUSIC - 4,4729433
90592246,227758,1825,3MUSIC - 4,4729433
90591788,227735,1825,3LANG - 2,4729449
90591794,227736,1825,3MATH - 2,4729449
90591800,227737,1825,3READ - 2,4729449
90591806,227738,1825,3SPEL - 2,4729449
90592079,227782,1825,3HISTSCI - 2,4729449
90592109,227787,1825,03-HR-2,4729449
90592128,227790,1825,3BIB - 2,4729449
90591835,227743,1825,KMATH - 1,4729454
90591842,227744,1825,KPEN - 1,4729454
90591849,227745,1825,KPHON - 1,4729454
90591856,227746,1825,KREAD - 1,4729454
90591858,227746,1825,KREAD - 3,4729504
90592120,227789,1825,K-HR-1,4729454
90591747,227728,1825,2BIB - 3,4729498
90591753,227729,1825,2MATH - 3,4729498
90591759,227730,1825,2ORAL R - 3,4729498
90591765,227731,1825,2PEN - 3,4729498
90591771,227732,1825,2PHON - 3,4729498
90591777,227733,1825,2READ COM - 3,4729498
90591783,227734,1825,2SPEL - 3,4729498
90592092,227784,1825,2HISTSCI - 3,4729498
90592104,227786,1825,02-HR-3,4729498
90591837,227743,1825,KMATH - 3,4729504
90591844,227744,1825,KPEN - 3,4729504
90591851,227745,1825,KPHON - 3,4729504
90592122,227789,1825,K-HR-3,4729504
90591746,227728,1825,2BIB - 2,4729506
90591752,227729,1825,2MATH - 2,4729506
90591758,227730,1825,2ORAL R - 2,4729506
90591764,227731,1825,2PEN - 2,4729506
90591770,227732,1825,2PHON - 2,4729506
90591776,227733,1825,2READ COM - 2,4729506
90591782,227734,1825,2SPEL - 2,4729506
90592091,227784,1825,2HISTSCI - 2,4729506
90592103,227786,1825,02-HR-2,4729506
90591709,227721,1825,JrK-HR-1,4729509
90592163,227792,1825,3LASC-1,4729520
90592224,288043,1825,4SASC-1,4729520
90591745,227728,1825,2BIB - 1,4736124
90591751,227729,1825,2MATH - 1,4736124
90591757,227730,1825,2ORAL R - 1,4736124
90591763,227731,1825,2PEN - 1,4736124
90591769,227732,1825,2PHON - 1,4736124
90591775,227733,1825,2READ COM - 1,4736124
90591781,227734,1825,2SPEL - 1,4736124
90592090,227784,1825,2HISTSCI - 1,4736124
90592102,227786,1825,02-HR-1,4736124
90591863,227747,1825,1COMP - 1,4736480
90591864,227747,1825,1COMP - 2,4736480
90591865,227747,1825,1COMP - 3,4736480
90591887,227751,1825,2COMP - 1,4736480
90591888,227751,1825,2COMP - 2,4736480
90591889,227751,1825,2COMP - 3,4736480
90591917,227756,1825,3COMP - 1,4736480
90591918,227756,1825,3COMP - 2,4736480
90591919,227756,1825,3COMP - 3,4736480
90591941,227760,1825,4COMP - 1,4736480
90591942,227760,1825,4COMP - 2,4736480
90591943,227760,1825,4COMP - 3,4736480
90591972,227765,1825,KCOMP - 1,4736480
90591973,227765,1825,KCOMP - 2,4736480
90591974,227765,1825,KCOMP - 3,4736480
90591975,227765,1825,KCOMP - 4,4736480
90592192,227765,1825,KCOMP - 5,4736480
90592199,227747,1825,1COMP - 4,4736480
90592208,227751,1825,2COMP - 4,4736480
90592241,227756,1825,3COMP - 4,4736480
90592035,227775,1825,1SPANISH - 1,4736694
90592036,227775,1825,1SPANISH - 2,4736694
90592037,227775,1825,1SPANISH - 3,4736694
90592047,227777,1825,2SPANISH - 1,4736694
90592048,227777,1825,2SPANISH - 2,4736694
90592049,227777,1825,2SPANISH - 3,4736694
90592053,227778,1825,3SPANISH - 1,4736694
90592054,227778,1825,3SPANISH - 2,4736694
90592055,227778,1825,3SPANISH - 3,4736694
90592059,227779,1825,4SPANISH - 1,4736694
90592060,227779,1825,4SPANISH - 2,4736694
90592061,227779,1825,4SPANISH - 3,4736694
90592065,227780,1825,JrKSPANISH - 1,4736694
90592066,227780,1825,JrKSPANISH - 2,4736694
90592067,227780,1825,JrKSPANISH - 3,4736694
90592071,227781,1825,KSPANISH - 1,4736694
90592072,227781,1825,KSPANISH - 2,4736694
90592073,227781,1825,KSPANISH - 3,4736694
90592074,227781,1825,KSPANISH - 4,4736694
90592155,227780,1825,JrKSPANISH - 4,4736694
90592196,227781,1825,KSPANISH - 5,4736694
90592203,227775,1825,1SPANISH - 4,4736694
90592207,227777,1825,2SPANISH - 4,4736694
90592249,227778,1825,3SPANISH - 4,4736694
90592170,227786,1825,02-HR-4,4752684
90592183,227728,1825,2BIB - 4,4752684
90592184,227784,1825,2HISTSCI - 4,4752684
90592185,227729,1825,2MATH - 4,4752684
90592186,227730,1825,2ORAL R - 4,4752684
90592187,227731,1825,2PEN - 4,4752684
90592188,227732,1825,2PHON - 4,4752684
90592189,227733,1825,2READ COM - 4,4752684
90592190,227734,1825,2SPEL - 4,4752684
90592140,227793,1825,4LASC-1,4754797
90592144,250714,1825,3MathASC-1,4754797
90592159,227795,1825,2RASC - 1,4754797
90592264,289239,1825,2SASC-2,4754797
90592268,311187,1825,1SASC-1,4754797
90591715,227722,1825,1BIB - 1,4755094
90591721,227723,1825,1MATH - 1,4755094
90591727,227724,1825,1ORAL R - 1,4755094
90591733,227725,1825,1PEN - 1,4755094
90591739,227726,1825,1PHON - 1,4755094
90592029,227774,1825,1SCI/HIST - 1,4755094
90592041,227776,1825,1LAN - 1,4755094
90592096,227785,1825,01-HR-1,4755094
90592148,255803,1825,1REA COM - 1,4755094
90592169,227785,1825,01-HR-4,5952024
90761663,324008,1825,1,4755094
90592220,287657,1825,4RASC-1,4757428
90592229,288952,1825,3RASC-1,4757428
90591711,227721,1825,JrK-HR-3,4940026
90592167,264745,1825,1MathASC-1,5058996
90592216,287634,1825,2MathASC-1,5058996
90592237,289239,1825,2SASC-1,5058996
90592251,227795,1825,2RASC - 2,5058996
90591812,227739,1825,4LANG - 2,5127347
90591818,227740,1825,4MATH - 2,5127347
90591824,227741,1825,4READ - 2,5127347
90591830,227742,1825,4SPEL - 2,5127347
90592085,227783,1825,4SCI/HIS - 2,5127347
90592115,227788,1825,04-HR-2,5127347
90591836,227743,1825,KMATH - 2,5134249
90591843,227744,1825,KPEN - 2,5134249
90591850,227745,1825,KPHON - 2,5134249
90591857,227746,1825,KREAD - 2,5134249
90592121,227789,1825,K-HR-2,5134249
90592151,227721,1825,JrK-HR-4,5134627
90592212,287227,1825,4MathASC-1,5365174
90808010,325436,1825,1,5365174
90868180,311187,1825,1SASC-2 (N/G),5365174
90591716,227722,1825,1BIB - 2,5365181
90591722,227723,1825,1MATH - 2,5365181
90591728,227724,1825,1ORAL R - 2,5365181
90591734,227725,1825,1PEN - 2,5365181
90591740,227726,1825,1PHON - 2,5365181
90592030,227774,1825,1SCI/HIST - 2,5365181
90592042,227776,1825,1LAN - 2,5365181
90592097,227785,1825,01-HR-2,5365181
90592149,255803,1825,1REA COM - 2,5365181
90761664,324008,1825,2,5365181
90592233,288951,1825,3SASC-1,5365185
90591787,227735,1825,3LANG - 1,5726463
90591793,227736,1825,3MATH - 1,5726463
90591799,227737,1825,3READ - 1,5726463
90591805,227738,1825,3SPEL - 1,5726463
90592078,227782,1825,3HISTSCI - 1,5726463
90592108,227787,1825,03-HR-1,5726463
90592127,227790,1825,3BIB - 1,5726463
90591789,227735,1825,3LANG - 3,5726469
90591795,227736,1825,3MATH - 3,5726469
